カテゴリー,分類群,vernacularName,学名,id,language,locality,countryCode,source,lexicon,contributor,created,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,scientificName,taxonRank,references
絶滅危惧IA類（CR）,維管束植物,アマミエビネ,Calanthe amamiana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,タガネラン,Calanthe davidii,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,タマザキエビネ,Calanthe densiflora,796128,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:36:07Z,https://www.inaturalist.org/taxa/796128,https://www.inaturalist.org/taxa/796128,https://www.inaturalist.org/taxa/83467,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calanthe,densiflora,"",2019-02-12T08:57:25Z,Calanthe densiflora,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9765777
絶滅危惧IA類（CR）,維管束植物,ホシツルラン,Calanthe hoshii,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,サクラジマエビネ,Calanthe mannii,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,アリサンムヨウラン,Cheirostylis takeoi,737300,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:07:53Z,https://www.inaturalist.org/taxa/737300,https://www.inaturalist.org/taxa/737300,https://www.inaturalist.org/taxa/142498,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cheirostylis,takeoi,"",2019-02-12T09:17:13Z,Cheirostylis takeoi,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9782209
絶滅危惧IA類（CR）,維管束植物,モイワラン,Cremastra aphylla,1077027,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:10:37Z,https://www.inaturalist.org/taxa/1077027,https://www.inaturalist.org/taxa/1077027,https://www.inaturalist.org/taxa/452024,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cremastra,aphylla,"",2020-05-05T18:32:54Z,Cremastra aphylla,species,""
絶滅危惧IA類（CR）,維管束植物,オキナワヒメラン,Crepidium purpureum,737317,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:14:54Z,https://www.inaturalist.org/taxa/737317,https://www.inaturalist.org/taxa/737317,https://www.inaturalist.org/taxa/142177,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Crepidium,purpureum,"",2019-02-17T16:46:16Z,Crepidium purpureum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9799833
絶滅危惧IA類（CR）,維管束植物,オオスズムシラン,Cryptostylis arachnites,427408,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:18:02Z,https://www.inaturalist.org/taxa/427408,https://www.inaturalist.org/taxa/427408,https://www.inaturalist.org/taxa/321108,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cryptostylis,arachnites,"",2019-02-12T09:53:22Z,Cryptostylis arachnites,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9801480
絶滅危惧IA類（CR）,維管束植物,タカオオオスズムシラン,Cryptostylis taiwaniana,596520,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:44:45Z,https://www.inaturalist.org/taxa/596520,https://www.inaturalist.org/taxa/596520,https://www.inaturalist.org/taxa/321108,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cryptostylis,taiwaniana,"",2019-02-12T09:53:30Z,Cryptostylis taiwaniana,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9801500
絶滅危惧IA類（CR）,維管束植物,ヘツカラン,Cymbidium dayanum var. leachianum,493638,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:25:32Z,https://www.inaturalist.org/taxa/493638,https://www.inaturalist.org/taxa/493638,https://www.inaturalist.org/taxa/128976,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cymbidium,dayanum,"",2019-04-26T17:44:26Z,Cymbidium dayanum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9801748
絶滅危惧IA類（CR）,維管束植物,スルガラン,Cymbidium ensifolium,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コラン,Cymbidium koran,489079,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:27:29Z,https://www.inaturalist.org/taxa/489079,https://www.inaturalist.org/taxa/489079,https://www.inaturalist.org/taxa/886000,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cymbidium,ensifolium,"",2019-04-26T17:11:53Z,Cymbidium ensifolium,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9801754
絶滅危惧IA類（CR）,維管束植物,ホウサイラン,Cymbidium sinense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,チョウセンキバナアツモリソウ,Cypripedium guttatum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ホテイアツモリ,Cypripedium macranthos var. macranthos,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ドウトウアツモリソウ,Cypripedium shanxiense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コカゲラン,Didymoplexiella siamensis,737332,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:32:39Z,https://www.inaturalist.org/taxa/737332,https://www.inaturalist.org/taxa/737332,https://www.inaturalist.org/taxa/427512,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Didymoplexiella,siamensis,"",2019-02-12T10:16:29Z,Didymoplexiella siamensis,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9805133
絶滅危惧IA類（CR）,維管束植物,ホザキヒメラン,Dienia ophrydis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,サガリラン,Diploprora championii,707740,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-04-01T06:43:26Z,https://www.inaturalist.org/taxa/707740,https://www.inaturalist.org/taxa/707740,https://www.inaturalist.org/taxa/576929,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diploprora,championii,"",2019-02-12T10:18:01Z,Diploprora championii,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9805312
絶滅危惧IA類（CR）,維管束植物,ジョウロウラン,Disperis neilgherrensis,737333,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:39:25Z,https://www.inaturalist.org/taxa/737333,https://www.inaturalist.org/taxa/737333,https://www.inaturalist.org/taxa/120429,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Disperis,neilgherrensis,"",2019-02-12T10:23:13Z,Disperis neilgherrensis,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9805641
絶滅危惧IA類（CR）,維管束植物,アオキラン,Epipogium japonicum,737335,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:05:17Z,https://www.inaturalist.org/taxa/737335,https://www.inaturalist.org/taxa/737335,https://www.inaturalist.org/taxa/366364,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epipogium,japonicum,"",2019-02-12T10:42:55Z,Epipogium japonicum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9808330
絶滅危惧IA類（CR）,維管束植物,ホソフデラン,Erythrodes blumei,140698,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:05:50Z,https://www.inaturalist.org/taxa/140698,https://www.inaturalist.org/taxa/140698,https://www.inaturalist.org/taxa/140702,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Erythrodes,blumei,"",2019-08-09T13:49:47Z,Erythrodes blumei,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7307148
絶滅危惧IA類（CR）,維管束植物,タカツルラン,Erythrorchis altissima,140699,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:45:07Z,https://www.inaturalist.org/taxa/140699,https://www.inaturalist.org/taxa/140699,https://www.inaturalist.org/taxa/140706,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Erythrorchis,altissima,"",2019-02-12T10:45:06Z,Erythrorchis altissima,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7307168
絶滅危惧IA類（CR）,維管束植物,タカサゴヤガラ,Eulophia taiwanensis,436361,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:45:04Z,https://www.inaturalist.org/taxa/436361,https://www.inaturalist.org/taxa/436361,https://www.inaturalist.org/taxa/140708,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Eulophia,taiwanensis,"",2019-02-12T10:57:50Z,Eulophia taiwanensis,species,http://www.iucnredlist.org/details/46670
絶滅危惧IA類（CR）,維管束植物,マツゲカヤラン,Gastrochilus ciliaris,737342,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:06:37Z,https://www.inaturalist.org/taxa/737342,https://www.inaturalist.org/taxa/737342,https://www.inaturalist.org/taxa/140664,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gastrochilus,ciliaris,"",2019-02-12T11:29:14Z,Gastrochilus ciliaris,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9814286
絶滅危惧IA類（CR）,維管束植物,ヤクシマヤツシロラン,Gastrodia albida,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,シロテンマ,Gastrodia elata var. pallens,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ナンゴクヤツシロラン,Gastrodia shimizuana,429628,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:53:57Z,https://www.inaturalist.org/taxa/429628,https://www.inaturalist.org/taxa/429628,https://www.inaturalist.org/taxa/140645,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gastrodia,shimizuana,"",2019-02-12T11:29:56Z,Gastrodia shimizuana,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9814372
絶滅危惧IA類（CR）,維管束植物,ヤブミョウガラン,Goodyera fumata,773875,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-04-01T06:42:08Z,https://www.inaturalist.org/taxa/773875,https://www.inaturalist.org/taxa/773875,https://www.inaturalist.org/taxa/50718,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Goodyera,fumata,"",2019-02-12T11:35:07Z,Goodyera fumata,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9815332
絶滅危惧IA類（CR）,維管束植物,ヒメクリソラン,Hancockia uniflora,492410,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:15:00Z,https://www.inaturalist.org/taxa/492410,https://www.inaturalist.org/taxa/492410,https://www.inaturalist.org/taxa/50196,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Hancockia,uniflora,"",2019-02-12T11:43:10Z,Hancockia uniflora,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9816757
絶滅危惧IA類（CR）,維管束植物,クシロチドリ,Herminium monorchis,243592,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:28:35Z,https://www.inaturalist.org/taxa/243592,https://www.inaturalist.org/taxa/243592,https://www.inaturalist.org/taxa/180307,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Herminium,monorchis,"",2019-08-27T02:46:59Z,Herminium monorchis,species,http://www.ubio.org/browser/details.php?namebankID=1884030
絶滅危惧IA類（CR）,維管束植物,オオカゲロウラン,Hetaeria oblongifolia,558286,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:17:18Z,https://www.inaturalist.org/taxa/558286,https://www.inaturalist.org/taxa/558286,https://www.inaturalist.org/taxa/140673,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Hetaeria,oblongifolia,"",2019-02-18T03:29:29Z,Hetaeria oblongifolia,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9817114
絶滅危惧IA類（CR）,維管束植物,オオキヌラン,Heterozeuxine nervosa,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,サキシマスケロクラン,Lecanorchis flavicans var. flavicans,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ヤエヤマスケロクラン,Lecanorchis japonica var. tubiformis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ヤクムヨウラン,Lecanorchis nigricans var. yakusimensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,アワムヨウラン,Lecanorchis trachycaula,471201,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:09:31Z,https://www.inaturalist.org/taxa/471201,https://www.inaturalist.org/taxa/471201,https://www.inaturalist.org/taxa/427004,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lecanorchis,japonica,"",2019-02-12T12:10:18Z,Lecanorchis japonica,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9702184
絶滅危惧IA類（CR）,維管束植物,ミドリムヨウラン,Lecanorchis virella,773901,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:08:37Z,https://www.inaturalist.org/taxa/773901,https://www.inaturalist.org/taxa/773901,https://www.inaturalist.org/taxa/427004,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lecanorchis,virella,"",2019-02-12T12:10:23Z,Lecanorchis virella,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9702195
絶滅危惧IA類（CR）,維管束植物,シマクモキリソウ,Liparis hostifolia,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,キバナコクラン,Liparis nigra var. sootenzanensis,710219,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:26:49Z,https://www.inaturalist.org/taxa/710219,https://www.inaturalist.org/taxa/710219,https://www.inaturalist.org/taxa/83159,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Liparis,sootenzanensis,"",2019-02-12T12:22:29Z,Liparis sootenzanensis,species,http://eol.org/pages/1140449
絶滅危惧IA類（CR）,維管束植物,ヒメスズムシソウ,Liparis nikkoensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,クモイジガバチ,Liparis truncata,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コゴメキノエラン,Liparis viridiflora,702677,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:33:07Z,https://www.inaturalist.org/taxa/702677,https://www.inaturalist.org/taxa/702677,https://www.inaturalist.org/taxa/83159,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Liparis,viridiflora,"",2019-02-12T12:22:39Z,Liparis viridiflora,species,http://eol.org/pages/1140406
絶滅危惧IA類（CR）,維管束植物,ナンバンカモメラン,Macodes petola,348538,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:54:04Z,https://www.inaturalist.org/taxa/348538,https://www.inaturalist.org/taxa/348538,https://www.inaturalist.org/taxa/348542,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Macodes,petola,"",2019-02-12T12:29:42Z,Macodes petola,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9705347
絶滅危惧IA類（CR）,維管束植物,シマホザキラン,Malaxis boninensis,905489,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:38:43Z,https://www.inaturalist.org/taxa/905489,https://www.inaturalist.org/taxa/905489,https://www.inaturalist.org/taxa/50725,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Malaxis,boninensis,"",2019-07-03T21:45:51Z,Malaxis boninensis,species,http://powo.science.kew.org/
絶滅危惧IA類（CR）,維管束植物,ツクシアリドオシラン,Myrmechis tsukusiana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,カイサカネラン,Neottia furusei,827224,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:22:50Z,https://www.inaturalist.org/taxa/827224,https://www.inaturalist.org/taxa/827224,https://www.inaturalist.org/taxa/1190534,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,furusei,"",2021-02-02T16:24:07Z,Neottia furusei,species,""
絶滅危惧IA類（CR）,維管束植物,オオバヨウラクラン,Oberonia makinoi,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ハツシマラン,Odontochilus hatusimanus,983256,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:57:01Z,https://www.inaturalist.org/taxa/983256,https://www.inaturalist.org/taxa/983256,https://www.inaturalist.org/taxa/576980,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Odontochilus,hatusimanus,"",2020-02-18T23:27:28Z,Odontochilus hatusimanus,species,""
絶滅危惧IA類（CR）,維管束植物,クロカミラン,Orchis graminifolia var. kurokamiana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,アワチドリ,Orchis graminifolia var. suzukiana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コハクラン,Oreorchis itoana,773950,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:33:56Z,https://www.inaturalist.org/taxa/773950,https://www.inaturalist.org/taxa/773950,https://www.inaturalist.org/taxa/773953,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oreorchis,foliosa,indica,2019-05-10T04:54:02Z,Oreorchis foliosa indica,subspecies,http://www.catalogueoflife.org/annual-checklist/browse/tree/id/9712959
絶滅危惧IA類（CR）,維管束植物,ヒゲナガトンボ,Peristylus calcaratus,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,タコガタサギソウ,Peristylus lacertifer,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ヒメカクラン,Phaius mishmensis,542721,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:59:42Z,https://www.inaturalist.org/taxa/542721,https://www.inaturalist.org/taxa/542721,https://www.inaturalist.org/taxa/140454,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Phaius,mishmensis,"",2019-05-10T04:32:55Z,Phaius mishmensis,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9715333
絶滅危惧IA類（CR）,維管束植物,オオバナオオヤマサギソウ,Platanthera hondoensis,1051108,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-03-24T01:27:53Z,https://www.inaturalist.org/taxa/1051108,https://www.inaturalist.org/taxa/1051108,https://www.inaturalist.org/taxa/48031,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,hondoensis,"",2020-03-30T18:50:15Z,Platanthera hondoensis,species,https://eol.org/pages/50321522
絶滅危惧IA類（CR）,維管束植物,ヤクシマトンボ,Platanthera mandarinorum subsp. hachijoensis var. masamunei,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ハチジョウツレサギ,Platanthera okuboi,1051111,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-03-24T01:32:38Z,https://www.inaturalist.org/taxa/1051111,https://www.inaturalist.org/taxa/1051111,https://www.inaturalist.org/taxa/48031,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,okuboi,"",2020-03-30T18:50:35Z,Platanthera okuboi,species,https://eol.org/pages/1134368
絶滅危惧IA類（CR）,維管束植物,クニガミトンボソウ,Platanthera sonoharae,773975,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-03-24T01:33:54Z,https://www.inaturalist.org/taxa/773975,https://www.inaturalist.org/taxa/773975,https://www.inaturalist.org/taxa/48031,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,sonoharae,"",2019-02-12T16:55:16Z,Platanthera sonoharae,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9717949
絶滅危惧IA類（CR）,維管束植物,ソハヤキトンボソウ,Platanthera stenoglossa subsp. hottae,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ヒメシラヒゲラン,Pristiglottis rubricentra,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,ハガクレナガミラン,Thrixspermum fantasticum,773994,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:56:17Z,https://www.inaturalist.org/taxa/773994,https://www.inaturalist.org/taxa/773994,https://www.inaturalist.org/taxa/140357,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thrixspermum,fantasticum,"",2019-02-12T18:49:28Z,Thrixspermum fantasticum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9732188
絶滅危惧IA類（CR）,維管束植物,ケイタオフウラン,Thrixspermum saruwatarii,773999,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:29:56Z,https://www.inaturalist.org/taxa/773999,https://www.inaturalist.org/taxa/773999,https://www.inaturalist.org/taxa/140357,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thrixspermum,saruwatarii,"",2019-02-12T18:49:49Z,Thrixspermum saruwatarii,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9732256
絶滅危惧IA類（CR）,維管束植物,イヌヤチスギラン,Lycopodium carolinianum,137393,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:11:36Z,https://www.inaturalist.org/taxa/137393,https://www.inaturalist.org/taxa/137393,https://www.inaturalist.org/taxa/62316,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodiella,caroliniana,"",2019-08-03T13:59:44Z,Lycopodiella caroliniana,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7051496
絶滅危惧IA類（CR）,維管束植物,ヒモスギラン,Lycopodium fargesii,707006,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-29T05:34:08Z,https://www.inaturalist.org/taxa/707006,https://www.inaturalist.org/taxa/707006,https://www.inaturalist.org/taxa/180575,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,fargesii,"",2020-07-29T17:47:20Z,Phlegmariurus fargesii,species,http://eol.org/pages/6078590
絶滅危惧IA類（CR）,維管束植物,ボウカズラ,Lycopodium laxum,180577,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-29T05:32:32Z,https://www.inaturalist.org/taxa/180577,https://www.inaturalist.org/taxa/180577,https://www.inaturalist.org/taxa/180575,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,carinatus,"",2020-07-28T01:20:09Z,Phlegmariurus carinatus,species,http://www.ubio.org/browser/details.php?namebankID=5924420
絶滅危惧IA類（CR）,維管束植物,ヒメヨウラクヒバ,Lycopodium salvinioides,707007,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-29T05:36:24Z,https://www.inaturalist.org/taxa/707007,https://www.inaturalist.org/taxa/707007,https://www.inaturalist.org/taxa/180575,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,salvinioides,"",2020-08-03T13:59:44Z,Phlegmariurus salvinioides,species,http://eol.org/pages/6078610
絶滅危惧IA類（CR）,維管束植物,リュウキュウヒモラン,Lycopodium sieboldii var. christensenianum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧IA類（CR）,維管束植物,コスギトウゲシバ,Lycopodium somae,534967,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-29T05:43:57Z,https://www.inaturalist.org/taxa/534967,https://www.inaturalist.org/taxa/534967,https://www.inaturalist.org/taxa/49144,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,somae,"",2019-06-09T13:13:40Z,Huperzia somae,species,""
